2021-08-09 16:12:51,990 - walk - INFO - 
2021-08-09 16:15:17,141 - walk - INFO - 
2021-08-09 16:15:37,825 - walk - INFO - (sp mode) 第 2 号筛选条件(类别2), 条件范围(06:58:48~06:58:54), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:28,046 - walk - INFO - 第 657 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:10:41~17:10:43), 在原表中命中的范围为(9039~9058), 筛选结果为 20 条数据
2021-08-09 16:16:28,293 - walk - INFO - 第 659 号筛选条件(类别2)耗时 0.11 秒, 条件范围(17:10:48~17:10:51), 在原表中命中的范围为(9109~9138), 筛选结果为 30 条数据
2021-08-09 16:16:28,513 - walk - INFO - 第 661 号筛选条件(类别2)耗时 0.09 秒, 条件范围(17:10:55~17:10:59), 在原表中命中的范围为(9179~9218), 筛选结果为 40 条数据
2021-08-09 16:16:28,815 - walk - INFO - 第 663 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:13:07~17:13:11), 在原表中命中的范围为(501~540), 筛选结果为 40 条数据
2021-08-09 16:16:28,918 - walk - INFO - 第 665 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:13:39~17:13:43), 在原表中命中的范围为(822~861), 筛选结果为 40 条数据
2021-08-09 16:16:29,150 - walk - INFO - 第 667 号筛选条件(类别2)耗时 0.11 秒, 条件范围(17:13:53~17:13:54), 在原表中命中的范围为(963~972), 筛选结果为 10 条数据
2021-08-09 16:16:29,414 - walk - INFO - 第 669 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:14:11~17:14:12), 在原表中命中的范围为(1142~1151), 筛选结果为 10 条数据
2021-08-09 16:16:29,699 - walk - INFO - 第 671 号筛选条件(类别2)耗时 0.11 秒, 条件范围(17:14:21~17:14:28), 在原表中命中的范围为(1243~1311), 筛选结果为 69 条数据
2021-08-09 16:16:30,179 - walk - INFO - 第 673 号筛选条件(类别2)耗时 0.3 秒, 条件范围(17:14:46~17:14:48), 在原表中命中的范围为(1492~1512), 筛选结果为 21 条数据
2021-08-09 16:16:30,882 - walk - INFO - 第 675 号筛选条件(类别2)耗时 0.35 秒, 条件范围(17:15:07~17:15:12), 在原表中命中的范围为(1702~1751), 筛选结果为 50 条数据
2021-08-09 16:16:31,331 - walk - INFO - 第 678 号筛选条件(类别2)耗时 0.19 秒, 条件范围(17:15:42~17:15:43), 在原表中命中的范围为(2053~2062), 筛选结果为 10 条数据
2021-08-09 16:16:31,835 - walk - INFO - 第 680 号筛选条件(类别2)耗时 0.2 秒, 条件范围(17:15:49~17:15:55), 在原表中命中的范围为(2124~2183), 筛选结果为 60 条数据
2021-08-09 16:16:32,298 - walk - INFO - 第 682 号筛选条件(类别2)耗时 0.23 秒, 条件范围(17:16:05~17:16:06), 在原表中命中的范围为(2282~2291), 筛选结果为 10 条数据
2021-08-09 16:16:32,680 - walk - INFO - 第 684 号筛选条件(类别2)耗时 0.19 秒, 条件范围(17:16:32~17:16:34), 在原表中命中的范围为(2553~2572), 筛选结果为 20 条数据
2021-08-09 16:16:33,219 - walk - INFO - 第 687 号筛选条件(类别2)耗时 0.11 秒, 条件范围(17:18:56~17:18:58), 在原表中命中的范围为(3993~4012), 筛选结果为 20 条数据
2021-08-09 16:16:33,577 - walk - INFO - 第 690 号筛选条件(类别2)耗时 0.11 秒, 条件范围(17:19:47~17:19:52), 在原表中命中的范围为(4505~4554), 筛选结果为 50 条数据
2021-08-09 16:16:33,677 - walk - INFO - 第 691 号筛选条件(类别2)耗时 0.09 秒, 条件范围(17:19:53~17:19:54), 在原表中命中的范围为(4565~4574), 筛选结果为 10 条数据
2021-08-09 16:16:33,777 - walk - INFO - 第 693 号筛选条件(类别2)耗时 0.09 秒, 条件范围(17:26:50~17:26:57), 在原表中命中的范围为(8735~8804), 筛选结果为 70 条数据
2021-08-09 16:16:34,175 - walk - INFO - 第 695 号筛选条件(类别2)耗时 0.24 秒, 条件范围(17:27:12~17:27:16), 在原表中命中的范围为(8956~8995), 筛选结果为 40 条数据
2021-08-09 16:16:34,428 - walk - INFO - 第 697 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:27:35~17:27:40), 在原表中命中的范围为(9187~9236), 筛选结果为 50 条数据
2021-08-09 16:16:34,779 - walk - INFO - 第 700 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:28:00~17:28:05), 在原表中命中的范围为(9438~9487), 筛选结果为 50 条数据
2021-08-09 16:16:35,008 - walk - INFO - 第 702 号筛选条件(类别2)耗时 0.1 秒, 条件范围(17:28:09~17:28:10), 在原表中命中的范围为(9528~9537), 筛选结果为 10 条数据
2021-08-09 16:16:35,234 - walk - INFO - 第 704 号筛选条件(类别2)耗时 0.09 秒, 条件范围(17:28:45~17:28:49), 在原表中命中的范围为(9889~9929), 筛选结果为 41 条数据
2021-08-09 16:16:35,590 - walk - INFO - 第 707 号筛选条件(类别2)耗时 0.08 秒, 条件范围(17:29:31~17:29:32), 在原表中命中的范围为(339~348), 筛选结果为 10 条数据
2021-08-09 16:16:35,751 - walk - INFO - 第 709 号筛选条件(类别2)耗时 0.07 秒, 条件范围(17:29:47~17:29:51), 在原表中命中的范围为(500~539), 筛选结果为 40 条数据
2021-08-09 16:16:35,946 - walk - INFO - 第 711 号筛选条件(类别2)耗时 0.09 秒, 条件范围(17:29:58~17:29:59), 在原表中命中的范围为(610~619), 筛选结果为 10 条数据
2021-08-09 16:16:36,146 - walk - INFO - 第 713 号筛选条件(类别2)耗时 0.08 秒, 条件范围(17:31:28~17:31:32), 在原表中命中的范围为(1499~1538), 筛选结果为 40 条数据
2021-08-09 16:16:36,358 - walk - INFO - 第 715 号筛选条件(类别2)耗时 0.07 秒, 条件范围(17:36:57~17:37:03), 在原表中命中的范围为(4781~4840), 筛选结果为 60 条数据
2021-08-09 16:16:36,443 - walk - INFO - 第 716 号筛选条件(类别2)耗时 0.08 秒, 条件范围(17:37:40~17:37:53), 在原表中命中的范围为(5209~5339), 筛选结果为 131 条数据
2021-08-09 16:16:36,485 - walk - INFO - (sp mode) 第 717 号筛选条件(类别2), 条件范围(18:31:39~18:31:45), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,554 - walk - INFO - (sp mode) 第 719 号筛选条件(类别2), 条件范围(18:31:47~18:31:48), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,626 - walk - INFO - (sp mode) 第 721 号筛选条件(类别2), 条件范围(18:32:01~18:32:02), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,662 - walk - INFO - (sp mode) 第 722 号筛选条件(类别2), 条件范围(18:32:20~18:32:23), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,730 - walk - INFO - (sp mode) 第 724 号筛选条件(类别2), 条件范围(18:32:27~18:32:34), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,793 - walk - INFO - (sp mode) 第 726 号筛选条件(类别2), 条件范围(18:32:55~18:32:56), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,927 - walk - INFO - (sp mode) 第 730 号筛选条件(类别2), 条件范围(18:33:28~18:33:28), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:36,956 - walk - INFO - (sp mode) 第 731 号筛选条件(类别2), 条件范围(18:33:30~18:33:34), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,037 - walk - INFO - (sp mode) 第 735 号筛选条件(类别2), 条件范围(18:42:02~18:42:05), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,090 - walk - INFO - (sp mode) 第 737 号筛选条件(类别2), 条件范围(18:42:13~18:42:21), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,143 - walk - INFO - (sp mode) 第 739 号筛选条件(类别2), 条件范围(18:42:35~18:42:38), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,223 - walk - INFO - (sp mode) 第 742 号筛选条件(类别2), 条件范围(18:43:53~18:43:58), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,250 - walk - INFO - (sp mode) 第 744 号筛选条件(类别2), 条件范围(18:47:17~18:47:22), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,303 - walk - INFO - (sp mode) 第 746 号筛选条件(类别2), 条件范围(18:47:26~18:47:32), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,355 - walk - INFO - (sp mode) 第 748 号筛选条件(类别2), 条件范围(18:48:41~18:48:43), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,408 - walk - INFO - (sp mode) 第 750 号筛选条件(类别2), 条件范围(18:49:43~18:49:45), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,461 - walk - INFO - (sp mode) 第 752 号筛选条件(类别2), 条件范围(18:49:56~18:49:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,515 - walk - INFO - (sp mode) 第 755 号筛选条件(类别2), 条件范围(18:50:11~18:50:13), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,622 - walk - INFO - (sp mode) 第 759 号筛选条件(类别2), 条件范围(18:50:41~18:50:45), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,676 - walk - INFO - (sp mode) 第 761 号筛选条件(类别2), 条件范围(18:50:53~18:50:55), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,703 - walk - INFO - (sp mode) 第 762 号筛选条件(类别2), 条件范围(18:50:59~18:51:06), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,729 - walk - INFO - (sp mode) 第 763 号筛选条件(类别2), 条件范围(18:53:28~18:53:30), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,840 - walk - INFO - (sp mode) 第 769 号筛选条件(类别2), 条件范围(18:58:14~18:58:21), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,899 - walk - INFO - (sp mode) 第 771 号筛选条件(类别2), 条件范围(18:58:37~18:58:41), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:37,986 - walk - INFO - (sp mode) 第 774 号筛选条件(类别2), 条件范围(18:59:55~18:59:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,096 - walk - INFO - (sp mode) 第 778 号筛选条件(类别2), 条件范围(19:00:54~19:00:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,154 - walk - INFO - (sp mode) 第 780 号筛选条件(类别2), 条件范围(19:01:44~19:01:52), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,209 - walk - INFO - (sp mode) 第 782 号筛选条件(类别2), 条件范围(19:02:12~19:02:16), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,290 - walk - INFO - (sp mode) 第 786 号筛选条件(类别2), 条件范围(19:04:20~19:04:33), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,438 - walk - INFO - (sp mode) 第 791 号筛选条件(类别2), 条件范围(19:05:44~19:05:46), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,498 - walk - INFO - (sp mode) 第 793 号筛选条件(类别2), 条件范围(19:05:51~19:05:52), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,614 - walk - INFO - (sp mode) 第 797 号筛选条件(类别2), 条件范围(19:06:20~19:06:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,673 - walk - INFO - (sp mode) 第 799 号筛选条件(类别2), 条件范围(19:06:28~19:06:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,759 - walk - INFO - (sp mode) 第 802 号筛选条件(类别2), 条件范围(19:07:09~19:07:12), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,939 - walk - INFO - (sp mode) 第 809 号筛选条件(类别2), 条件范围(19:09:24~19:09:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:38,966 - walk - INFO - (sp mode) 第 811 号筛选条件(类别2), 条件范围(19:10:27~19:10:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,021 - walk - INFO - (sp mode) 第 813 号筛选条件(类别2), 条件范围(19:10:36~19:10:41), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,077 - walk - INFO - (sp mode) 第 815 号筛选条件(类别2), 条件范围(19:10:47~19:10:50), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,136 - walk - INFO - (sp mode) 第 817 号筛选条件(类别2), 条件范围(19:11:25~19:11:26), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,190 - walk - INFO - (sp mode) 第 819 号筛选条件(类别2), 条件范围(19:11:46~19:11:52), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,218 - walk - INFO - (sp mode) 第 821 号筛选条件(类别2), 条件范围(19:15:24~19:15:25), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,271 - walk - INFO - (sp mode) 第 823 号筛选条件(类别2), 条件范围(19:15:30~19:15:33), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,324 - walk - INFO - (sp mode) 第 825 号筛选条件(类别2), 条件范围(19:15:39~19:15:42), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,404 - walk - INFO - (sp mode) 第 828 号筛选条件(类别2), 条件范围(19:16:21~19:16:34), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,485 - walk - INFO - (sp mode) 第 831 号筛选条件(类别2), 条件范围(19:19:21~19:19:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,540 - walk - INFO - (sp mode) 第 833 号筛选条件(类别2), 条件范围(19:20:31~19:20:34), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,623 - walk - INFO - (sp mode) 第 836 号筛选条件(类别2), 条件范围(19:21:42~19:21:44), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,681 - walk - INFO - (sp mode) 第 838 号筛选条件(类别2), 条件范围(19:22:04~19:22:07), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,739 - walk - INFO - (sp mode) 第 840 号筛选条件(类别2), 条件范围(19:22:20~19:22:24), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,791 - walk - INFO - (sp mode) 第 843 号筛选条件(类别2), 条件范围(19:23:31~19:23:41), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,847 - walk - INFO - (sp mode) 第 846 号筛选条件(类别2), 条件范围(19:25:57~19:26:15), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,879 - walk - INFO - (sp mode) 第 848 号筛选条件(类别2), 条件范围(19:26:52~19:26:55), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,907 - walk - INFO - (sp mode) 第 849 号筛选条件(类别2), 条件范围(19:26:57~19:26:57), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,934 - walk - INFO - (sp mode) 第 850 号筛选条件(类别2), 条件范围(19:27:01~19:27:04), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:39,990 - walk - INFO - (sp mode) 第 852 号筛选条件(类别2), 条件范围(19:27:20~19:27:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,072 - walk - INFO - (sp mode) 第 855 号筛选条件(类别2), 条件范围(19:27:41~19:27:44), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,130 - walk - INFO - (sp mode) 第 857 号筛选条件(类别2), 条件范围(19:27:49~19:27:51), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,158 - walk - INFO - (sp mode) 第 858 号筛选条件(类别2), 条件范围(19:27:58~19:28:03), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,187 - walk - INFO - (sp mode) 第 859 号筛选条件(类别2), 条件范围(19:28:17~19:28:19), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,217 - walk - INFO - (sp mode) 第 860 号筛选条件(类别2), 条件范围(19:28:54~19:28:56), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,271 - walk - INFO - (sp mode) 第 862 号筛选条件(类别2), 条件范围(19:28:58~19:29:06), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,325 - walk - INFO - (sp mode) 第 864 号筛选条件(类别2), 条件范围(19:29:13~19:29:16), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,380 - walk - INFO - (sp mode) 第 866 号筛选条件(类别2), 条件范围(19:29:26~19:29:28), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,438 - walk - INFO - (sp mode) 第 868 号筛选条件(类别2), 条件范围(19:29:42~19:29:43), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,465 - walk - INFO - (sp mode) 第 869 号筛选条件(类别2), 条件范围(19:29:44~19:29:47), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,518 - walk - INFO - (sp mode) 第 871 号筛选条件(类别2), 条件范围(19:30:01~19:30:07), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,575 - walk - INFO - (sp mode) 第 873 号筛选条件(类别2), 条件范围(19:30:11~19:30:16), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,629 - walk - INFO - (sp mode) 第 875 号筛选条件(类别2), 条件范围(19:30:35~19:30:37), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,710 - walk - INFO - (sp mode) 第 877 号筛选条件(类别2), 条件范围(19:30:44~19:30:48), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,830 - walk - INFO - (sp mode) 第 880 号筛选条件(类别2), 条件范围(19:30:55~19:30:56), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,869 - walk - INFO - (sp mode) 第 881 号筛选条件(类别2), 条件范围(19:31:00~19:31:04), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,932 - walk - INFO - (sp mode) 第 883 号筛选条件(类别2), 条件范围(19:31:11~19:31:13), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:40,997 - walk - INFO - (sp mode) 第 885 号筛选条件(类别2), 条件范围(19:31:25~19:31:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,067 - walk - INFO - (sp mode) 第 887 号筛选条件(类别2), 条件范围(19:31:35~19:31:37), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,142 - walk - INFO - (sp mode) 第 889 号筛选条件(类别2), 条件范围(19:31:40~19:31:45), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,224 - walk - INFO - (sp mode) 第 891 号筛选条件(类别2), 条件范围(19:32:36~19:32:39), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,280 - walk - INFO - (sp mode) 第 893 号筛选条件(类别2), 条件范围(19:32:42~19:32:44), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,335 - walk - INFO - (sp mode) 第 895 号筛选条件(类别2), 条件范围(19:32:59~19:33:08), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,393 - walk - INFO - (sp mode) 第 897 号筛选条件(类别2), 条件范围(19:33:14~19:33:17), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,447 - walk - INFO - (sp mode) 第 899 号筛选条件(类别2), 条件范围(19:33:23~19:33:31), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,506 - walk - INFO - (sp mode) 第 901 号筛选条件(类别2), 条件范围(19:33:43~19:33:44), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,567 - walk - INFO - (sp mode) 第 903 号筛选条件(类别2), 条件范围(19:33:49~19:33:52), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,624 - walk - INFO - (sp mode) 第 905 号筛选条件(类别2), 条件范围(19:33:58~19:33:59), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,652 - walk - INFO - (sp mode) 第 906 号筛选条件(类别2), 条件范围(19:34:02~19:34:07), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,681 - walk - INFO - (sp mode) 第 907 号筛选条件(类别2), 条件范围(19:34:09~19:34:14), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,739 - walk - INFO - (sp mode) 第 909 号筛选条件(类别2), 条件范围(19:34:22~19:34:24), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,770 - walk - INFO - (sp mode) 第 910 号筛选条件(类别2), 条件范围(19:34:29~19:34:32), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,831 - walk - INFO - (sp mode) 第 912 号筛选条件(类别2), 条件范围(19:34:38~19:34:40), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,920 - walk - INFO - (sp mode) 第 915 号筛选条件(类别2), 条件范围(19:35:00~19:35:01), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:41,952 - walk - INFO - (sp mode) 第 916 号筛选条件(类别2), 条件范围(19:35:15~19:35:23), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,011 - walk - INFO - (sp mode) 第 918 号筛选条件(类别2), 条件范围(19:35:27~19:35:31), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,132 - walk - INFO - (sp mode) 第 922 号筛选条件(类别2), 条件范围(19:35:56~19:36:00), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,192 - walk - INFO - (sp mode) 第 924 号筛选条件(类别2), 条件范围(19:36:12~19:36:15), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,246 - walk - INFO - (sp mode) 第 926 号筛选条件(类别2), 条件范围(19:36:19~19:36:22), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,277 - walk - INFO - (sp mode) 第 928 号筛选条件(类别2), 条件范围(19:38:47~19:38:50), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,335 - walk - INFO - (sp mode) 第 930 号筛选条件(类别2), 条件范围(19:39:20~19:39:26), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,392 - walk - INFO - (sp mode) 第 932 号筛选条件(类别2), 条件范围(19:39:29~19:39:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,418 - walk - INFO - (sp mode) 第 933 号筛选条件(类别2), 条件范围(19:39:31~19:39:33), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,471 - walk - INFO - (sp mode) 第 935 号筛选条件(类别2), 条件范围(19:39:39~19:39:40), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,525 - walk - INFO - (sp mode) 第 937 号筛选条件(类别2), 条件范围(19:39:48~19:39:50), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,578 - walk - INFO - (sp mode) 第 939 号筛选条件(类别2), 条件范围(19:40:26~19:40:29), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,632 - walk - INFO - (sp mode) 第 942 号筛选条件(类别2), 条件范围(19:41:23~19:41:28), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,687 - walk - INFO - (sp mode) 第 944 号筛选条件(类别2), 条件范围(19:41:44~19:41:49), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,740 - walk - INFO - (sp mode) 第 946 号筛选条件(类别2), 条件范围(19:42:09~19:42:14), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,794 - walk - INFO - (sp mode) 第 948 号筛选条件(类别2), 条件范围(19:42:21~19:42:26), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,848 - walk - INFO - (sp mode) 第 950 号筛选条件(类别2), 条件范围(19:42:30~19:42:32), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,902 - walk - INFO - (sp mode) 第 952 号筛选条件(类别2), 条件范围(19:42:37~19:42:39), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:42,960 - walk - INFO - (sp mode) 第 954 号筛选条件(类别2), 条件范围(19:42:45~19:42:46), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,075 - walk - INFO - (sp mode) 第 957 号筛选条件(类别2), 条件范围(19:43:23~19:43:26), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,148 - walk - INFO - (sp mode) 第 959 号筛选条件(类别2), 条件范围(19:43:32~19:43:36), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,227 - walk - INFO - (sp mode) 第 961 号筛选条件(类别2), 条件范围(19:44:06~19:44:07), 耗时 0.04 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,259 - walk - INFO - (sp mode) 第 962 号筛选条件(类别2), 条件范围(19:44:08~19:44:12), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,318 - walk - INFO - (sp mode) 第 964 号筛选条件(类别2), 条件范围(19:44:23~19:44:26), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,349 - walk - INFO - (sp mode) 第 965 号筛选条件(类别2), 条件范围(19:44:35~19:44:39), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,380 - walk - INFO - (sp mode) 第 967 号筛选条件(类别2), 条件范围(19:45:03~19:45:10), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,442 - walk - INFO - (sp mode) 第 969 号筛选条件(类别2), 条件范围(19:45:16~19:45:16), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,503 - walk - INFO - (sp mode) 第 971 号筛选条件(类别2), 条件范围(19:45:23~19:45:25), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,564 - walk - INFO - (sp mode) 第 973 号筛选条件(类别2), 条件范围(19:45:46~19:45:50), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,657 - walk - INFO - (sp mode) 第 976 号筛选条件(类别2), 条件范围(19:46:18~19:46:21), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,687 - walk - INFO - (sp mode) 第 977 号筛选条件(类别2), 条件范围(19:46:22~19:46:27), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,748 - walk - INFO - (sp mode) 第 979 号筛选条件(类别2), 条件范围(19:46:37~19:46:40), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,834 - walk - INFO - (sp mode) 第 984 号筛选条件(类别2), 条件范围(19:49:31~19:49:35), 耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-09 16:16:43,891 - walk - INFO - (sp mode) 第 986 号筛选条件(类别2), 条件范围(19:49:43~19:49:46), 耗时 0.03 秒, 筛选结果为 0 条数据
