2021-09-18 22:45:40,302 - walk - INFO - 
2021-09-18 22:51:15,413 - walk - INFO - 
2021-09-18 22:52:41,252 - walk - INFO - 
2021-09-18 22:53:07,490 - walk - INFO - 
2021-09-18 22:55:07,204 - walk - INFO - (sp mode) 第 389 号筛选条件(类别2), 条件范围(12:12:39~12:12:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,097 - walk - INFO - (sp mode) 第 787 号筛选条件(类别2), 条件范围(17:29:51~17:29:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,103 - walk - INFO - (sp mode) 第 789 号筛选条件(类别2), 条件范围(17:30:05~17:30:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,109 - walk - INFO - (sp mode) 第 791 号筛选条件(类别2), 条件范围(17:31:53~17:31:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,115 - walk - INFO - (sp mode) 第 793 号筛选条件(类别2), 条件范围(17:32:28~17:32:30), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,125 - walk - INFO - (sp mode) 第 797 号筛选条件(类别2), 条件范围(17:31:41~17:31:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,129 - walk - INFO - (sp mode) 第 799 号筛选条件(类别2), 条件范围(17:39:12~17:39:15), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,132 - walk - INFO - (sp mode) 第 801 号筛选条件(类别2), 条件范围(17:39:43~17:39:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,137 - walk - INFO - (sp mode) 第 804 号筛选条件(类别2), 条件范围(17:40:22~17:40:27), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,143 - walk - INFO - (sp mode) 第 807 号筛选条件(类别2), 条件范围(17:44:19~17:44:21), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,147 - walk - INFO - (sp mode) 第 809 号筛选条件(类别2), 条件范围(17:45:01~17:45:06), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,150 - walk - INFO - (sp mode) 第 811 号筛选条件(类别2), 条件范围(17:46:15~17:46:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,159 - walk - INFO - (sp mode) 第 816 号筛选条件(类别2), 条件范围(17:48:51~17:48:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,164 - walk - INFO - (sp mode) 第 819 号筛选条件(类别2), 条件范围(17:51:07~17:51:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,167 - walk - INFO - (sp mode) 第 821 号筛选条件(类别2), 条件范围(17:51:17~17:51:23), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,174 - walk - INFO - (sp mode) 第 825 号筛选条件(类别2), 条件范围(17:54:51~17:54:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,177 - walk - INFO - (sp mode) 第 827 号筛选条件(类别2), 条件范围(17:56:00~17:56:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,180 - walk - INFO - (sp mode) 第 829 号筛选条件(类别2), 条件范围(17:56:07~17:56:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,182 - walk - INFO - (sp mode) 第 830 号筛选条件(类别2), 条件范围(17:56:10~17:56:12), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,204 - walk - INFO - (sp mode) 第 847 号筛选条件(类别2), 条件范围(18:03:44~18:03:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,207 - walk - INFO - (sp mode) 第 849 号筛选条件(类别2), 条件范围(18:04:05~18:04:07), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,211 - walk - INFO - (sp mode) 第 851 号筛选条件(类别2), 条件范围(18:05:07~18:05:13), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,213 - walk - INFO - (sp mode) 第 853 号筛选条件(类别2), 条件范围(18:05:39~18:05:41), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,217 - walk - INFO - (sp mode) 第 856 号筛选条件(类别2), 条件范围(18:09:48~18:09:51), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,221 - walk - INFO - (sp mode) 第 858 号筛选条件(类别2), 条件范围(18:10:00~18:10:02), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,224 - walk - INFO - (sp mode) 第 860 号筛选条件(类别2), 条件范围(18:10:29~18:10:30), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,229 - walk - INFO - (sp mode) 第 863 号筛选条件(类别2), 条件范围(18:13:40~18:13:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,231 - walk - INFO - (sp mode) 第 864 号筛选条件(类别2), 条件范围(18:13:44~18:13:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,236 - walk - INFO - (sp mode) 第 867 号筛选条件(类别2), 条件范围(18:14:24~18:14:28), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,239 - walk - INFO - (sp mode) 第 869 号筛选条件(类别2), 条件范围(18:14:37~18:14:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,242 - walk - INFO - (sp mode) 第 871 号筛选条件(类别2), 条件范围(18:15:26~18:15:29), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,246 - walk - INFO - (sp mode) 第 873 号筛选条件(类别2), 条件范围(18:15:46~18:15:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,249 - walk - INFO - (sp mode) 第 875 号筛选条件(类别2), 条件范围(18:16:18~18:16:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,251 - walk - INFO - (sp mode) 第 876 号筛选条件(类别2), 条件范围(18:16:23~18:16:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,258 - walk - INFO - (sp mode) 第 880 号筛选条件(类别2), 条件范围(18:17:50~18:17:55), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,268 - walk - INFO - (sp mode) 第 886 号筛选条件(类别2), 条件范围(18:20:16~18:20:18), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,271 - walk - INFO - (sp mode) 第 888 号筛选条件(类别2), 条件范围(18:20:21~18:20:23), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,274 - walk - INFO - (sp mode) 第 890 号筛选条件(类别2), 条件范围(18:20:32~18:20:35), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,278 - walk - INFO - (sp mode) 第 892 号筛选条件(类别2), 条件范围(18:20:46~18:20:50), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,281 - walk - INFO - (sp mode) 第 894 号筛选条件(类别2), 条件范围(18:24:50~18:24:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,284 - walk - INFO - (sp mode) 第 896 号筛选条件(类别2), 条件范围(18:25:15~18:25:18), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,291 - walk - INFO - (sp mode) 第 900 号筛选条件(类别2), 条件范围(18:26:29~18:26:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,295 - walk - INFO - (sp mode) 第 902 号筛选条件(类别2), 条件范围(18:26:50~18:26:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,302 - walk - INFO - (sp mode) 第 907 号筛选条件(类别2), 条件范围(18:29:36~18:29:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,306 - walk - INFO - (sp mode) 第 909 号筛选条件(类别2), 条件范围(18:30:45~18:30:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,311 - walk - INFO - (sp mode) 第 912 号筛选条件(类别2), 条件范围(18:31:19~18:31:23), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,315 - walk - INFO - (sp mode) 第 914 号筛选条件(类别2), 条件范围(18:31:41~18:31:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,318 - walk - INFO - (sp mode) 第 916 号筛选条件(类别2), 条件范围(18:31:59~18:32:01), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,322 - walk - INFO - (sp mode) 第 918 号筛选条件(类别2), 条件范围(18:32:45~18:32:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,326 - walk - INFO - (sp mode) 第 920 号筛选条件(类别2), 条件范围(18:32:57~18:32:59), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,329 - walk - INFO - (sp mode) 第 922 号筛选条件(类别2), 条件范围(18:33:51~18:33:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,335 - walk - INFO - (sp mode) 第 925 号筛选条件(类别2), 条件范围(18:37:57~18:37:59), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,339 - walk - INFO - (sp mode) 第 927 号筛选条件(类别2), 条件范围(18:38:54~18:38:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,342 - walk - INFO - (sp mode) 第 929 号筛选条件(类别2), 条件范围(18:39:25~18:39:29), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,346 - walk - INFO - (sp mode) 第 931 号筛选条件(类别2), 条件范围(18:39:32~18:39:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,349 - walk - INFO - (sp mode) 第 933 号筛选条件(类别2), 条件范围(18:40:17~18:40:18), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,353 - walk - INFO - (sp mode) 第 935 号筛选条件(类别2), 条件范围(18:40:41~18:40:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,357 - walk - INFO - (sp mode) 第 937 号筛选条件(类别2), 条件范围(18:42:00~18:42:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,361 - walk - INFO - (sp mode) 第 939 号筛选条件(类别2), 条件范围(18:42:38~18:42:41), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,364 - walk - INFO - (sp mode) 第 941 号筛选条件(类别2), 条件范围(18:43:00~18:43:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,368 - walk - INFO - (sp mode) 第 943 号筛选条件(类别2), 条件范围(18:43:58~18:44:01), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,372 - walk - INFO - (sp mode) 第 945 号筛选条件(类别2), 条件范围(18:44:39~18:44:40), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,375 - walk - INFO - (sp mode) 第 947 号筛选条件(类别2), 条件范围(18:45:06~18:45:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,382 - walk - INFO - (sp mode) 第 950 号筛选条件(类别2), 条件范围(18:46:35~18:46:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,388 - walk - INFO - (sp mode) 第 953 号筛选条件(类别2), 条件范围(18:47:35~18:47:40), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,393 - walk - INFO - (sp mode) 第 955 号筛选条件(类别2), 条件范围(18:47:54~18:47:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,400 - walk - INFO - (sp mode) 第 959 号筛选条件(类别2), 条件范围(18:48:59~18:49:01), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,402 - walk - INFO - (sp mode) 第 960 号筛选条件(类别2), 条件范围(18:49:04~18:49:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,412 - walk - INFO - (sp mode) 第 966 号筛选条件(类别2), 条件范围(18:55:46~18:55:50), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,417 - walk - INFO - (sp mode) 第 969 号筛选条件(类别2), 条件范围(18:58:43~18:58:46), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,419 - walk - INFO - (sp mode) 第 970 号筛选条件(类别2), 条件范围(18:58:47~18:58:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,421 - walk - INFO - (sp mode) 第 971 号筛选条件(类别2), 条件范围(18:58:59~18:59:02), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,425 - walk - INFO - (sp mode) 第 973 号筛选条件(类别2), 条件范围(18:59:57~18:59:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,430 - walk - INFO - (sp mode) 第 976 号筛选条件(类别2), 条件范围(19:00:09~19:00:20), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,434 - walk - INFO - (sp mode) 第 978 号筛选条件(类别2), 条件范围(19:00:47~19:00:49), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,439 - walk - INFO - (sp mode) 第 980 号筛选条件(类别2), 条件范围(19:00:55~19:00:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,442 - walk - INFO - (sp mode) 第 982 号筛选条件(类别2), 条件范围(19:01:08~19:01:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,447 - walk - INFO - (sp mode) 第 984 号筛选条件(类别2), 条件范围(19:01:27~19:01:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,451 - walk - INFO - (sp mode) 第 986 号筛选条件(类别2), 条件范围(19:01:43~19:01:46), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,455 - walk - INFO - (sp mode) 第 988 号筛选条件(类别2), 条件范围(19:02:02~19:02:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,461 - walk - INFO - (sp mode) 第 991 号筛选条件(类别2), 条件范围(19:02:55~19:03:01), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,464 - walk - INFO - (sp mode) 第 993 号筛选条件(类别2), 条件范围(19:03:09~19:03:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,466 - walk - INFO - (sp mode) 第 994 号筛选条件(类别2), 条件范围(19:03:20~19:03:35), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,471 - walk - INFO - (sp mode) 第 997 号筛选条件(类别2), 条件范围(19:04:14~19:04:15), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,475 - walk - INFO - (sp mode) 第 999 号筛选条件(类别2), 条件范围(19:04:25~19:04:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,481 - walk - INFO - (sp mode) 第 1001 号筛选条件(类别2), 条件范围(19:04:34~19:04:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,488 - walk - INFO - (sp mode) 第 1003 号筛选条件(类别2), 条件范围(19:04:58~19:05:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,495 - walk - INFO - (sp mode) 第 1005 号筛选条件(类别2), 条件范围(19:05:17~19:05:20), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,507 - walk - INFO - (sp mode) 第 1009 号筛选条件(类别2), 条件范围(19:08:10~19:08:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,513 - walk - INFO - (sp mode) 第 1011 号筛选条件(类别2), 条件范围(19:08:26~19:08:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,522 - walk - INFO - (sp mode) 第 1014 号筛选条件(类别2), 条件范围(19:09:04~19:09:07), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,529 - walk - INFO - (sp mode) 第 1016 号筛选条件(类别2), 条件范围(19:09:55~19:09:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,535 - walk - INFO - (sp mode) 第 1018 号筛选条件(类别2), 条件范围(19:10:06~19:10:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,538 - walk - INFO - (sp mode) 第 1019 号筛选条件(类别2), 条件范围(19:10:11~19:10:14), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,542 - walk - INFO - (sp mode) 第 1021 号筛选条件(类别2), 条件范围(19:12:34~19:12:35), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,548 - walk - INFO - (sp mode) 第 1023 号筛选条件(类别2), 条件范围(19:12:42~19:12:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,555 - walk - INFO - (sp mode) 第 1025 号筛选条件(类别2), 条件范围(19:13:15~19:13:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,563 - walk - INFO - (sp mode) 第 1027 号筛选条件(类别2), 条件范围(19:14:08~19:14:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,569 - walk - INFO - (sp mode) 第 1029 号筛选条件(类别2), 条件范围(19:14:22~19:14:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,576 - walk - INFO - (sp mode) 第 1031 号筛选条件(类别2), 条件范围(19:14:46~19:14:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,585 - walk - INFO - (sp mode) 第 1034 号筛选条件(类别2), 条件范围(19:15:44~19:15:46), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,591 - walk - INFO - (sp mode) 第 1036 号筛选条件(类别2), 条件范围(19:15:49~19:15:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,598 - walk - INFO - (sp mode) 第 1038 号筛选条件(类别2), 条件范围(19:16:50~19:16:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,610 - walk - INFO - (sp mode) 第 1042 号筛选条件(类别2), 条件范围(19:19:23~19:19:26), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,619 - walk - INFO - (sp mode) 第 1045 号筛选条件(类别2), 条件范围(19:20:35~19:20:40), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,631 - walk - INFO - (sp mode) 第 1049 号筛选条件(类别2), 条件范围(19:21:15~19:21:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,642 - walk - INFO - (sp mode) 第 1053 号筛选条件(类别2), 条件范围(19:22:05~19:22:06), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,650 - walk - INFO - (sp mode) 第 1057 号筛选条件(类别2), 条件范围(19:25:15~19:25:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,654 - walk - INFO - (sp mode) 第 1059 号筛选条件(类别2), 条件范围(19:29:01~19:29:02), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,661 - walk - INFO - (sp mode) 第 1063 号筛选条件(类别2), 条件范围(19:30:41~19:30:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,665 - walk - INFO - (sp mode) 第 1065 号筛选条件(类别2), 条件范围(19:31:02~19:31:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,669 - walk - INFO - (sp mode) 第 1067 号筛选条件(类别2), 条件范围(19:31:25~19:31:29), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,672 - walk - INFO - (sp mode) 第 1069 号筛选条件(类别2), 条件范围(19:31:34~19:31:37), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,676 - walk - INFO - (sp mode) 第 1071 号筛选条件(类别2), 条件范围(19:33:15~19:33:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,682 - walk - INFO - (sp mode) 第 1074 号筛选条件(类别2), 条件范围(19:33:51~19:33:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,686 - walk - INFO - (sp mode) 第 1076 号筛选条件(类别2), 条件范围(19:34:00~19:34:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,699 - walk - INFO - (sp mode) 第 1082 号筛选条件(类别2), 条件范围(19:38:37~19:38:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,705 - walk - INFO - (sp mode) 第 1084 号筛选条件(类别2), 条件范围(19:40:53~19:40:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,709 - walk - INFO - (sp mode) 第 1086 号筛选条件(类别2), 条件范围(19:41:07~19:41:11), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,717 - walk - INFO - (sp mode) 第 1090 号筛选条件(类别2), 条件范围(19:48:33~19:48:34), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,720 - walk - INFO - (sp mode) 第 1092 号筛选条件(类别2), 条件范围(19:49:23~19:49:26), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,724 - walk - INFO - (sp mode) 第 1094 号筛选条件(类别2), 条件范围(19:53:13~19:53:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,727 - walk - INFO - (sp mode) 第 1096 号筛选条件(类别2), 条件范围(19:53:45~19:53:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,731 - walk - INFO - (sp mode) 第 1098 号筛选条件(类别2), 条件范围(19:55:05~19:55:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,734 - walk - INFO - (sp mode) 第 1100 号筛选条件(类别2), 条件范围(19:55:20~19:55:22), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,738 - walk - INFO - (sp mode) 第 1102 号筛选条件(类别2), 条件范围(20:05:12~20:05:13), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,743 - walk - INFO - (sp mode) 第 1104 号筛选条件(类别2), 条件范围(20:05:28~20:05:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,748 - walk - INFO - (sp mode) 第 1107 号筛选条件(类别2), 条件范围(20:05:47~20:05:49), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,752 - walk - INFO - (sp mode) 第 1109 号筛选条件(类别2), 条件范围(20:05:54~20:05:55), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,755 - walk - INFO - (sp mode) 第 1111 号筛选条件(类别2), 条件范围(20:06:00~20:06:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,759 - walk - INFO - (sp mode) 第 1113 号筛选条件(类别2), 条件范围(20:06:36~20:06:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,762 - walk - INFO - (sp mode) 第 1115 号筛选条件(类别2), 条件范围(20:06:50~20:06:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,768 - walk - INFO - (sp mode) 第 1118 号筛选条件(类别2), 条件范围(20:07:45~20:07:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,771 - walk - INFO - (sp mode) 第 1120 号筛选条件(类别2), 条件范围(20:08:12~20:08:14), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,775 - walk - INFO - (sp mode) 第 1122 号筛选条件(类别2), 条件范围(20:08:18~20:08:28), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:55:08,777 - walk - INFO - (sp mode) 第 1123 号筛选条件(类别2), 条件范围(20:41:02~20:41:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:31,654 - walk - INFO - 
2021-09-18 22:57:33,758 - walk - INFO - (sp mode) 第 2 号筛选条件(类别2), 条件范围(08:29:30~08:29:34), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,760 - walk - INFO - (sp mode) 第 4 号筛选条件(类别2), 条件范围(08:29:59~08:30:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,764 - walk - INFO - (sp mode) 第 7 号筛选条件(类别2), 条件范围(08:33:00~08:33:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,765 - walk - INFO - (sp mode) 第 8 号筛选条件(类别2), 条件范围(08:33:07~08:33:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,768 - walk - INFO - (sp mode) 第 10 号筛选条件(类别2), 条件范围(08:34:06~08:34:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,770 - walk - INFO - (sp mode) 第 12 号筛选条件(类别2), 条件范围(08:34:27~08:34:35), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,771 - walk - INFO - (sp mode) 第 13 号筛选条件(类别2), 条件范围(08:34:36~08:34:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,774 - walk - INFO - (sp mode) 第 15 号筛选条件(类别2), 条件范围(08:34:49~08:34:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,776 - walk - INFO - (sp mode) 第 17 号筛选条件(类别2), 条件范围(08:34:59~08:35:02), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,780 - walk - INFO - (sp mode) 第 20 号筛选条件(类别2), 条件范围(08:35:17~08:35:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,782 - walk - INFO - (sp mode) 第 22 号筛选条件(类别2), 条件范围(08:35:23~08:35:28), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,785 - walk - INFO - (sp mode) 第 24 号筛选条件(类别2), 条件范围(08:35:35~08:35:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,789 - walk - INFO - (sp mode) 第 28 号筛选条件(类别2), 条件范围(08:37:08~08:37:13), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,793 - walk - INFO - (sp mode) 第 32 号筛选条件(类别2), 条件范围(08:37:49~08:37:50), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,796 - walk - INFO - (sp mode) 第 35 号筛选条件(类别2), 条件范围(08:39:07~08:39:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,800 - walk - INFO - (sp mode) 第 40 号筛选条件(类别2), 条件范围(08:44:30~08:44:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,804 - walk - INFO - (sp mode) 第 43 号筛选条件(类别2), 条件范围(08:45:04~08:45:06), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,806 - walk - INFO - (sp mode) 第 45 号筛选条件(类别2), 条件范围(08:45:29~08:45:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,810 - walk - INFO - (sp mode) 第 47 号筛选条件(类别2), 条件范围(08:46:27~08:46:31), 耗时 0.0 秒, 筛选结果为 0 条数据
