2021-08-08 21:11:47,058 - log - INFO - 
2021-08-08 21:15:01,519 - log - INFO - (sp mode) 第 240 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,547 - log - INFO - (sp mode) 第 241 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,573 - log - INFO - (sp mode) 第 242 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,598 - log - INFO - (sp mode) 第 243 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,624 - log - INFO - (sp mode) 第 244 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,650 - log - INFO - (sp mode) 第 245 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,675 - log - INFO - (sp mode) 第 246 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,700 - log - INFO - (sp mode) 第 247 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,727 - log - INFO - (sp mode) 第 248 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,755 - log - INFO - (sp mode) 第 249 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,780 - log - INFO - (sp mode) 第 250 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,806 - log - INFO - (sp mode) 第 251 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,831 - log - INFO - (sp mode) 第 252 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,857 - log - INFO - (sp mode) 第 253 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,884 - log - INFO - (sp mode) 第 254 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,909 - log - INFO - (sp mode) 第 255 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,935 - log - INFO - (sp mode) 第 256 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,962 - log - INFO - (sp mode) 第 257 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:01,987 - log - INFO - (sp mode) 第 258 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,013 - log - INFO - (sp mode) 第 259 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,039 - log - INFO - (sp mode) 第 260 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,065 - log - INFO - (sp mode) 第 261 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,090 - log - INFO - (sp mode) 第 262 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,116 - log - INFO - (sp mode) 第 263 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,142 - log - INFO - (sp mode) 第 264 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,169 - log - INFO - (sp mode) 第 265 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,194 - log - INFO - (sp mode) 第 266 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,221 - log - INFO - (sp mode) 第 267 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,247 - log - INFO - (sp mode) 第 268 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,273 - log - INFO - (sp mode) 第 269 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,298 - log - INFO - (sp mode) 第 270 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,323 - log - INFO - (sp mode) 第 271 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,349 - log - INFO - (sp mode) 第 272 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,375 - log - INFO - (sp mode) 第 273 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,400 - log - INFO - (sp mode) 第 274 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,426 - log - INFO - (sp mode) 第 275 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,451 - log - INFO - (sp mode) 第 276 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,477 - log - INFO - (sp mode) 第 277 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,503 - log - INFO - (sp mode) 第 278 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,528 - log - INFO - (sp mode) 第 279 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,554 - log - INFO - (sp mode) 第 280 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,580 - log - INFO - (sp mode) 第 281 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,606 - log - INFO - (sp mode) 第 282 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,631 - log - INFO - (sp mode) 第 283 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,657 - log - INFO - (sp mode) 第 284 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,683 - log - INFO - (sp mode) 第 285 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,710 - log - INFO - (sp mode) 第 286 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,737 - log - INFO - (sp mode) 第 287 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,763 - log - INFO - (sp mode) 第 288 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,790 - log - INFO - (sp mode) 第 289 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,816 - log - INFO - (sp mode) 第 290 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,841 - log - INFO - (sp mode) 第 291 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,868 - log - INFO - (sp mode) 第 292 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,894 - log - INFO - (sp mode) 第 293 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,919 - log - INFO - (sp mode) 第 294 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,945 - log - INFO - (sp mode) 第 295 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:02,972 - log - INFO - (sp mode) 第 296 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,002 - log - INFO - (sp mode) 第 297 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,027 - log - INFO - (sp mode) 第 298 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,053 - log - INFO - (sp mode) 第 299 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,078 - log - INFO - (sp mode) 第 300 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,104 - log - INFO - (sp mode) 第 301 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,130 - log - INFO - (sp mode) 第 302 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,155 - log - INFO - (sp mode) 第 303 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,182 - log - INFO - (sp mode) 第 304 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,210 - log - INFO - (sp mode) 第 305 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,238 - log - INFO - (sp mode) 第 306 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,264 - log - INFO - (sp mode) 第 307 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,289 - log - INFO - (sp mode) 第 308 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,315 - log - INFO - (sp mode) 第 309 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,341 - log - INFO - (sp mode) 第 310 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,367 - log - INFO - (sp mode) 第 311 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,392 - log - INFO - (sp mode) 第 312 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,419 - log - INFO - (sp mode) 第 313 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,445 - log - INFO - (sp mode) 第 314 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,471 - log - INFO - (sp mode) 第 315 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,496 - log - INFO - (sp mode) 第 316 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,522 - log - INFO - (sp mode) 第 317 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,548 - log - INFO - (sp mode) 第 318 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,574 - log - INFO - (sp mode) 第 319 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,600 - log - INFO - (sp mode) 第 320 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,627 - log - INFO - (sp mode) 第 321 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,653 - log - INFO - (sp mode) 第 323 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,679 - log - INFO - (sp mode) 第 324 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,705 - log - INFO - (sp mode) 第 325 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,732 - log - INFO - (sp mode) 第 326 号筛选条件(类别3)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,758 - log - INFO - (sp mode) 第 327 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,783 - log - INFO - (sp mode) 第 328 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,809 - log - INFO - (sp mode) 第 329 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,836 - log - INFO - (sp mode) 第 330 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,862 - log - INFO - (sp mode) 第 332 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,889 - log - INFO - (sp mode) 第 333 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,914 - log - INFO - (sp mode) 第 334 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,940 - log - INFO - (sp mode) 第 335 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,966 - log - INFO - (sp mode) 第 336 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:03,992 - log - INFO - (sp mode) 第 338 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,018 - log - INFO - (sp mode) 第 339 号筛选条件(类别3)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,044 - log - INFO - (sp mode) 第 340 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,070 - log - INFO - (sp mode) 第 341 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,095 - log - INFO - (sp mode) 第 342 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,121 - log - INFO - (sp mode) 第 343 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,147 - log - INFO - (sp mode) 第 344 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,173 - log - INFO - (sp mode) 第 345 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,199 - log - INFO - (sp mode) 第 346 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,228 - log - INFO - (sp mode) 第 347 号筛选条件(类别3)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,254 - log - INFO - (sp mode) 第 348 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,280 - log - INFO - (sp mode) 第 349 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,305 - log - INFO - (sp mode) 第 350 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,330 - log - INFO - (sp mode) 第 351 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,356 - log - INFO - (sp mode) 第 352 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,382 - log - INFO - (sp mode) 第 353 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,407 - log - INFO - (sp mode) 第 354 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,433 - log - INFO - (sp mode) 第 355 号筛选条件(类别2)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,458 - log - INFO - (sp mode) 第 356 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,486 - log - INFO - (sp mode) 第 358 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,511 - log - INFO - (sp mode) 第 359 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,537 - log - INFO - (sp mode) 第 360 号筛选条件(类别1)耗时 0.02 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,563 - log - INFO - (sp mode) 第 361 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,589 - log - INFO - (sp mode) 第 363 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,615 - log - INFO - (sp mode) 第 364 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,642 - log - INFO - (sp mode) 第 366 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,668 - log - INFO - (sp mode) 第 367 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,695 - log - INFO - (sp mode) 第 368 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,721 - log - INFO - (sp mode) 第 370 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,747 - log - INFO - (sp mode) 第 372 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,773 - log - INFO - (sp mode) 第 373 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,799 - log - INFO - (sp mode) 第 374 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,825 - log - INFO - (sp mode) 第 375 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,851 - log - INFO - (sp mode) 第 376 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,878 - log - INFO - (sp mode) 第 377 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,904 - log - INFO - (sp mode) 第 378 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,930 - log - INFO - (sp mode) 第 379 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,956 - log - INFO - (sp mode) 第 380 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:04,982 - log - INFO - (sp mode) 第 381 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,008 - log - INFO - (sp mode) 第 382 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,034 - log - INFO - (sp mode) 第 383 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,060 - log - INFO - (sp mode) 第 384 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,087 - log - INFO - (sp mode) 第 385 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,113 - log - INFO - (sp mode) 第 386 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,138 - log - INFO - (sp mode) 第 387 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,164 - log - INFO - (sp mode) 第 388 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,190 - log - INFO - (sp mode) 第 389 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,217 - log - INFO - (sp mode) 第 391 号筛选条件(类别2)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,243 - log - INFO - (sp mode) 第 392 号筛选条件(类别1)耗时 0.03 秒, 筛选结果为 0 条数据
2021-08-08 21:15:05,311 - log - INFO - 第 393 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 20 条数据
2021-08-08 21:15:05,381 - log - INFO - 第 394 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 171 条数据
2021-08-08 21:15:05,453 - log - INFO - 第 395 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 56 条数据
2021-08-08 21:15:05,521 - log - INFO - 第 396 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:05,593 - log - INFO - 第 397 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 49 条数据
2021-08-08 21:15:05,668 - log - INFO - 第 398 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 183 条数据
2021-08-08 21:15:05,740 - log - INFO - 第 399 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 40 条数据
2021-08-08 21:15:05,813 - log - INFO - 第 400 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:05,886 - log - INFO - 第 401 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 171 条数据
2021-08-08 21:15:05,957 - log - INFO - 第 402 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 40 条数据
2021-08-08 21:15:06,032 - log - INFO - 第 403 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 147 条数据
2021-08-08 21:15:06,105 - log - INFO - 第 404 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 40 条数据
2021-08-08 21:15:06,176 - log - INFO - 第 405 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:06,249 - log - INFO - 第 406 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 128 条数据
2021-08-08 21:15:06,321 - log - INFO - 第 407 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 59 条数据
2021-08-08 21:15:06,393 - log - INFO - 第 408 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 39 条数据
2021-08-08 21:15:06,464 - log - INFO - 第 409 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 10 条数据
2021-08-08 21:15:06,536 - log - INFO - 第 410 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:06,608 - log - INFO - 第 411 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 38 条数据
2021-08-08 21:15:06,680 - log - INFO - 第 412 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:06,751 - log - INFO - 第 413 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 10 条数据
2021-08-08 21:15:06,823 - log - INFO - 第 415 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:06,895 - log - INFO - 第 416 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 10 条数据
2021-08-08 21:15:06,965 - log - INFO - 第 417 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 10 条数据
2021-08-08 21:15:07,036 - log - INFO - 第 418 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 80 条数据
2021-08-08 21:15:07,106 - log - INFO - 第 419 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 50 条数据
2021-08-08 21:15:07,180 - log - INFO - 第 420 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 300 条数据
2021-08-08 21:15:07,254 - log - INFO - 第 421 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 179 条数据
2021-08-08 21:15:07,327 - log - INFO - 第 422 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 40 条数据
2021-08-08 21:15:07,400 - log - INFO - 第 423 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 114 条数据
2021-08-08 21:15:07,473 - log - INFO - 第 424 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 135 条数据
2021-08-08 21:15:07,545 - log - INFO - 第 425 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 50 条数据
2021-08-08 21:15:07,616 - log - INFO - 第 426 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 9 条数据
2021-08-08 21:15:07,695 - log - INFO - 第 427 号筛选条件(类别1)耗时 0.08 秒, 筛选结果为 117 条数据
2021-08-08 21:15:07,767 - log - INFO - 第 428 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 28 条数据
2021-08-08 21:15:07,838 - log - INFO - 第 429 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:07,912 - log - INFO - 第 430 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 331 条数据
2021-08-08 21:15:07,984 - log - INFO - 第 431 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 39 条数据
2021-08-08 21:15:08,061 - log - INFO - 第 432 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 511 条数据
2021-08-08 21:15:08,135 - log - INFO - 第 433 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 50 条数据
2021-08-08 21:15:08,211 - log - INFO - 第 434 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 131 条数据
2021-08-08 21:15:08,288 - log - INFO - 第 435 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 39 条数据
2021-08-08 21:15:08,363 - log - INFO - 第 436 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 50 条数据
2021-08-08 21:15:08,435 - log - INFO - 第 437 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 30 条数据
2021-08-08 21:15:08,507 - log - INFO - 第 438 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 69 条数据
2021-08-08 21:15:08,581 - log - INFO - 第 439 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 241 条数据
2021-08-08 21:15:08,653 - log - INFO - 第 440 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 31 条数据
2021-08-08 21:15:08,725 - log - INFO - 第 441 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 38 条数据
2021-08-08 21:15:08,801 - log - INFO - 第 442 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 139 条数据
2021-08-08 21:15:08,874 - log - INFO - 第 443 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 238 条数据
2021-08-08 21:15:08,948 - log - INFO - 第 444 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 59 条数据
2021-08-08 21:15:09,023 - log - INFO - 第 445 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 60 条数据
2021-08-08 21:15:09,098 - log - INFO - 第 446 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 38 条数据
2021-08-08 21:15:09,171 - log - INFO - 第 447 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 29 条数据
2021-08-08 21:15:09,244 - log - INFO - 第 448 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 20 条数据
2021-08-08 21:15:09,316 - log - INFO - 第 449 号筛选条件(类别3)耗时 0.07 秒, 筛选结果为 191 条数据
2021-08-08 21:15:09,383 - log - INFO - 第 450 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 18 条数据
2021-08-08 21:15:09,459 - log - INFO - 第 451 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 128 条数据
2021-08-08 21:15:09,530 - log - INFO - 第 452 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 20 条数据
2021-08-08 21:15:09,605 - log - INFO - 第 453 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 79 条数据
2021-08-08 21:15:09,680 - log - INFO - 第 454 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 109 条数据
2021-08-08 21:15:09,756 - log - INFO - 第 455 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 40 条数据
2021-08-08 21:15:09,827 - log - INFO - 第 456 号筛选条件(类别1)耗时 0.07 秒, 筛选结果为 67 条数据
2021-08-08 21:15:09,904 - log - INFO - 第 457 号筛选条件(类别2)耗时 0.07 秒, 筛选结果为 41 条数据
